위스키명,브랜드,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
부샤 샹볼 뮤지니 2017 750ml,부샤,88.35,93.0,5.0,90,0,0.0,0,N,1221:와인/샴페인,5434840,268331000024,https://www.shilladfs.com/estore/kr/ko/p/5434840
올트모어 25년 700ml,올트모어,622.25,655.0,5.0,221,0,0.0,1,Y,1220:싱글몰트 위스키,5417209,113531000037,https://www.shilladfs.com/estore/kr/ko/p/5417209
맥캘란 GTR18년 700ml,맥캘란,335.35,353.0,5.0,411,1,8.0,0,N,1220:싱글몰트 위스키,5430959,081831000053,https://www.shilladfs.com/estore/kr/ko/p/5430959
맥캘란 GTR15년 700ml,맥캘란,159.6,168.0,5.0,337,1,10.0,0,N,1220:싱글몰트 위스키,5430961,081831000054,https://www.shilladfs.com/estore/kr/ko/p/5430961
맥캘란 GTR12년 700ml,맥캘란,78.85,83.0,5.0,575,2,10.0,6,Y,1220:싱글몰트 위스키,5430962,081831000056,https://www.shilladfs.com/estore/kr/ko/p/5430962
턴테이블 스모킨 리프 700ml,턴테이블,84.6,94.0,10.0,8,0,0.0,6,Y,1211:블렌디드 위스키,5408660,280431000002,https://www.shilladfs.com/estore/kr/ko/p/5408660
턴테이블 비터스윗 심포니 700ml,턴테이블,84.6,94.0,10.0,6,0,0.0,6,Y,1211:블렌디드 위스키,5408661,280431000001,https://www.shilladfs.com/estore/kr/ko/p/5408661
글렌알라키 10년 배치11 700ml,글렌알라키,110.4,138.0,20.0,725,2,10.0,0,N,1220:싱글몰트 위스키,5420588,265631000007,https://www.shilladfs.com/estore/kr/ko/p/5420588
미클토어 쉐리 700ml,미클토어,81.9,91.0,10.0,23,0,0.0,0,N,1220:싱글몰트 위스키,5418557,275831000002,https://www.shilladfs.com/estore/kr/ko/p/5418557
도넘 카네로스 샤도네이 2021 750ml,신세계 L&B,135.85,143.0,5.0,18,0,0.0,0,N,1221:와인/샴페인,5415668,115331000194,https://www.shilladfs.com/estore/kr/ko/p/5415668
헤네시 파라디 700ml,헤네시,1234.05,1299.0,5.0,84,0,0.0,0,N,1213:꼬냑,5410480,086931000104,https://www.shilladfs.com/estore/kr/ko/p/5410480
제임스 헤네시 1000ml,헤네시,159.2,199.0,20.0,137,0,0.0,0,N,1213:꼬냑,5390636,086931000066,https://www.shilladfs.com/estore/kr/ko/p/5390636
헤네시 VSOP 3000ml,헤네시,236.25,315.0,25.0,16,0,0.0,0,N,1213:꼬냑,5069986,086931000037,https://www.shilladfs.com/estore/kr/ko/p/5069986
헤네시 VS 1000ml,헤네시,51.2,64.0,20.0,90,0,0.0,0,N,1213:Cognac,320769,086931000001,https://www.shilladfs.com/estore/kr/ko/p/320769
루이 로드레 크리스탈 2015 750ml,루이 로드레 크리스탈,448.4,472.0,5.0,328,2,10.0,0,N,1221:와인/샴페인,5355902,252231000012,https://www.shilladfs.com/estore/kr/ko/p/5355902
턴테이블 파라다이스 펑크 700ml,턴테이블,84.6,94.0,10.0,5,0,0.0,6,Y,1211:블렌디드 위스키,5408662,280431000003,https://www.shilladfs.com/estore/kr/ko/p/5408662
까뮤 XO 프레스티지 700ml,까뮤,178.2,198.0,10.0,304,0,0.0,1,Y,1213:꼬냑,5406244,070031000044,https://www.shilladfs.com/estore/kr/ko/p/5406244
퍼컬렌 15년 700ml,퍼컬렌,40.85,95.0,57.0,26,0,0.0,6,Y,1220:싱글몰트 위스키,5304447,249031000038,https://www.shilladfs.com/estore/kr/ko/p/5304447
퍼컬렌 21년 700ml,퍼컬렌,251.75,265.0,5.0,146,1,10.0,0,N,1220:싱글몰트 위스키,5304440,249031000040,https://www.shilladfs.com/estore/kr/ko/p/5304440
뵈브 클리코 옐로우 레이블 750ml,뵈브 클리코,44.25,59.0,25.0,577,0,0.0,0,N,1221:와인/샴페인,5400361,108931000081,https://www.shilladfs.com/estore/kr/ko/p/5400361
헤네시 파라디 350ml,헤네시,674.5,710.0,5.0,110,1,10.0,3,Y,1213:꼬냑,5400425,086931000108,https://www.shilladfs.com/estore/kr/ko/p/5400425
Silent Pool Gin 1L,발베니,29.4,60.0,51.0,33,0,0.0,6,Y,1226:스피릿,5399823,112231000035,https://www.shilladfs.com/estore/kr/ko/p/5399823
니오 Cosmopolitan 100ml,니오,8.55,9.0,5.0,17,0,0.0,0,N,1227:기타 주류,5334458,270031000001,https://www.shilladfs.com/estore/kr/ko/p/5334458
니오 Magarita 100ml,니오,8.55,9.0,5.0,13,1,10.0,0,N,1227:기타 주류,5334462,270031000002,https://www.shilladfs.com/estore/kr/ko/p/5334462
니오 Gimlet 100ml,니오,8.55,9.0,5.0,11,0,0.0,0,N,1227:기타 주류,5334463,270031000003,https://www.shilladfs.com/estore/kr/ko/p/5334463
니오 Expresso Martini 100ml,니오,8.55,9.0,5.0,11,0,0.0,0,N,1227:기타 주류,5334464,270031000005,https://www.shilladfs.com/estore/kr/ko/p/5334464
니오 Manhattan 100ml,니오,3.6,9.0,60.0,16,0,0.0,0,N,1227:기타 주류,5334465,270031000006,https://www.shilladfs.com/estore/kr/ko/p/5334465
니오 Negroni 100ml,니오,8.55,9.0,5.0,9,0,0.0,0,N,1227:기타 주류,5334467,270031000008,https://www.shilladfs.com/estore/kr/ko/p/5334467
니오 Old Fashioned 100ml,니오,8.55,9.0,5.0,21,2,10.0,0,N,1227:기타 주류,5334460,270031000009,https://www.shilladfs.com/estore/kr/ko/p/5334460
엘리먼츠오브아일라 쉐리캐스크 700ml,엘리먼츠 오브 아일라,107.1,119.0,10.0,40,0,0.0,0,N,1211:블렌디드 위스키,5372479,276331000004,https://www.shilladfs.com/estore/kr/ko/p/5372479
엘리먼츠오브아일라 캐스크에디션 700ml,엘리먼츠 오브 아일라,71.1,79.0,10.0,16,0,0.0,6,Y,1211:블렌디드 위스키,5372477,276331000003,https://www.shilladfs.com/estore/kr/ko/p/5372477
엘리먼츠오브아일라 버번캐스크 700ml,엘리먼츠 오브 아일라,46.87,109.0,57.0,18,0,0.0,6,Y,1211:블렌디드 위스키,5372478,276331000002,https://www.shilladfs.com/estore/kr/ko/p/5372478
엘리먼츠오브아일라 아이러브아일라 500ml,엘리먼츠 오브 아일라,31.86,59.0,46.0,18,0,0.0,6,Y,1211:블렌디드 위스키,5372476,276331000001,https://www.shilladfs.com/estore/kr/ko/p/5372476
스토크클럽 스트레이트 라이 700ml,스토크 클럽,52.2,58.0,10.0,2,0,0.0,6,Y,1227:기타 주류,5372303,276231000002,https://www.shilladfs.com/estore/kr/ko/p/5372303
스토크클럽 라이몰트 700ml,스토크 클럽,43.0,100.0,57.0,4,0,0.0,6,Y,1227:기타 주류,5372302,276231000001,https://www.shilladfs.com/estore/kr/ko/p/5372302
아케시 케이칫수 700ml,아케시,454.5,505.0,10.0,151,0,0.0,2,Y,1220:싱글몰트 위스키,5372474,276131000001,https://www.shilladfs.com/estore/kr/ko/p/5372474
화이트헤더 21년 700ml,화이트헤더,222.4,278.0,20.0,59,0,0.0,0,N,1211:블렌디드 위스키,5372581,276031000002,https://www.shilladfs.com/estore/kr/ko/p/5372581
맥네어스 자메이카 럼 언피티드 700ml,맥네어스,80.1,89.0,10.0,3,0,0.0,6,Y,1226:스피릿,5372301,275931000004,https://www.shilladfs.com/estore/kr/ko/p/5372301
맥네어스 자메이카 럼 피티드 700ml,맥네어스,90.0,100.0,10.0,9,0,0.0,6,Y,1226:스피릿,5372300,275931000003,https://www.shilladfs.com/estore/kr/ko/p/5372300
맥네어스 럼릭 21년 700ml,맥네어스,285.3,317.0,10.0,30,0,0.0,0,N,1211:블렌디드 위스키,5372299,275931000002,https://www.shilladfs.com/estore/kr/ko/p/5372299
미클토어 친커핀 700ml,미클토어,47.32,91.0,48.0,18,0,0.0,6,Y,1220:싱글몰트 위스키,5372472,275831000001,https://www.shilladfs.com/estore/kr/ko/p/5372472
딕타도르 12년 700ml,딕타도르,40.94,89.0,54.0,7,0,0.0,6,Y,1226:스피릿,5372296,275731000001,https://www.shilladfs.com/estore/kr/ko/p/5372296
도넘 카네로스 피노누아 2021 750ml,신세계 L&B,83.3,170.0,51.0,47,0,0.0,6,Y,1221:와인/샴페인,5396338,115331000191,https://www.shilladfs.com/estore/kr/ko/p/5396338
토마틴 12년 1000ml,토마틴,52.2,58.0,10.0,45,0,0.0,0,N,1220:싱글몰트 위스키,5310054,270131000001,https://www.shilladfs.com/estore/kr/ko/p/5310054
히노토리 ETSU GIN 파시픽 오션 700ml,히노토리,31.39,73.0,57.0,8,0,0.0,2,Y,1226:스피릿,5392957,273831000003,https://www.shilladfs.com/estore/kr/ko/p/5392957
히노토리 ETSU GIN 더블 오렌지 700ml,히노토리,31.39,73.0,57.0,9,0,0.0,6,Y,1226:스피릿,5392581,273831000004,https://www.shilladfs.com/estore/kr/ko/p/5392581
글렌카담 10년 700ml,글렌카담,58.9,62.0,5.0,41,0,0.0,0,N,1220:싱글몰트 위스키,5358799,276531000001,https://www.shilladfs.com/estore/kr/ko/p/5358799
글렌카담 13년 700ml,글렌카담,90.25,95.0,5.0,45,0,0.0,0,N,1220:싱글몰트 위스키,5358800,276531000002,https://www.shilladfs.com/estore/kr/ko/p/5358800
글렌카담 아메리칸 오크 리저브 700ml,글렌카담,42.75,45.0,5.0,17,0,0.0,0,N,1220:싱글몰트 위스키,5358802,276531000005,https://www.shilladfs.com/estore/kr/ko/p/5358802
씨앤씨 뀌베 캐스크 750ml,씨앤씨,87.5,125.0,30.0,10,0,0.0,6,Y,1220:싱글몰트 위스키,5359024,276831000001,https://www.shilladfs.com/estore/kr/ko/p/5359024
씨앤씨 아메리칸 싱글 몰트 750ml,씨앤씨,69.3,99.0,30.0,2,0,0.0,6,Y,1220:싱글몰트 위스키,5359022,276831000003,https://www.shilladfs.com/estore/kr/ko/p/5359022
씨앤씨 버번 캐스크 750ml,씨앤씨,52.64,112.0,53.0,5,0,0.0,6,Y,1220:싱글몰트 위스키,5359025,276831000004,https://www.shilladfs.com/estore/kr/ko/p/5359025
씨앤씨 쉐리 캐스크 750ml,씨앤씨,78.4,112.0,30.0,7,0,0.0,6,Y,1220:싱글몰트 위스키,5359023,276831000005,https://www.shilladfs.com/estore/kr/ko/p/5359023
교토위스키 아카 오비 700ml,교토 위스키,35.0,70.0,50.0,44,0,0.0,1,Y,1211:블렌디드 위스키,5358989,276631000001,https://www.shilladfs.com/estore/kr/ko/p/5358989
니콜라스 푸이야트 리저브 익스클루시브 프리미어 크루 엑스트라 브뤼 750ml,니콜라스 푸이야트,95.0,100.0,5.0,81,0,0.0,0,N,1221:와인/샴페인,5340624,273531000004,https://www.shilladfs.com/estore/kr/ko/p/5340624
니콜라스 푸이야트 팔메도르 브뤼 2009 750ml,니콜라스 푸이야트,251.75,265.0,5.0,91,1,10.0,0,N,1221:와인/샴페인,5340628,273531000003,https://www.shilladfs.com/estore/kr/ko/p/5340628
마오타이 53% 마오타이 귀주 진핑 500ml,마오타이,482.4,804.0,40.0,85,0,0.0,0,N,1216:중국술,5386613,194431000019,https://www.shilladfs.com/estore/kr/ko/p/5386613
사가모어 Cask Strength Whiskey 750ml,사가모어,42.75,95.0,55.0,113,2,10.0,6,Y,1211:블렌디드 위스키,5285449,270431000003,https://www.shilladfs.com/estore/kr/ko/p/5285449
사가모어 Double Oak Whiskey 750ml,사가모어,38.25,85.0,55.0,66,0,0.0,6,Y,1211:블렌디드 위스키,5285451,270431000002,https://www.shilladfs.com/estore/kr/ko/p/5285451
사가모어 Rye Whiskey 750ml,사가모어,31.85,65.0,51.0,31,0,0.0,6,Y,1211:블렌디드 위스키,5285450,270431000001,https://www.shilladfs.com/estore/kr/ko/p/5285450
글렌모렌지 오리지널 1000ml,글렌모렌지,39.0,60.0,35.0,146,0,0.0,0,N,1220:싱글몰트 위스키,5070387,108631000001,https://www.shilladfs.com/estore/kr/ko/p/5070387
헤네시 VSOP 1000ml,헤네시,82.4,103.0,20.0,482,0,0.0,0,N,1213:꼬냑,5388182,086931000100,https://www.shilladfs.com/estore/kr/ko/p/5388182
진 마레 1000ml,진 마레,24.0,48.0,50.0,16,0,0.0,6,Y,1226:스피릿,5334659,114931000054,https://www.shilladfs.com/estore/kr/ko/p/5334659
디플로마티코 리제르바 익스클루시바 700ml,디플로마티코,39.9,42.0,5.0,60,1,10.0,2,Y,1226:스피릿,5334962,114931000053,https://www.shilladfs.com/estore/kr/ko/p/5334962
달모어 18년 2024년 에디션 700ml,달모어,332.5,350.0,5.0,600,15,10.0,0,N,1220:싱글몰트 위스키,5358024,114431000100,https://www.shilladfs.com/estore/kr/ko/p/5358024
헤븐스도어 Straight Rye Whiskey 750ml,헤븐스도어,76.0,80.0,5.0,17,0,0.0,6,Y,1211:블렌디드 위스키,5284790,270331000003,https://www.shilladfs.com/estore/kr/ko/p/5284790
헤븐스도어 Double Barrel Whiskey 750ml,헤븐스도어,26.4,60.0,56.0,21,0,0.0,6,Y,1211:블렌디드 위스키,5284792,270331000002,https://www.shilladfs.com/estore/kr/ko/p/5284792
헤븐스도어 Straight Bourbon Whiskey 750ml,헤븐스도어,26.4,60.0,56.0,16,0,0.0,6,Y,1211:블렌디드 위스키,5284791,270331000001,https://www.shilladfs.com/estore/kr/ko/p/5284791
젠틀맨스 컷 버번 750ml,젠틀맨스 컷,82.35,183.0,55.0,78,0,0.0,6,Y,1211:블렌디드 위스키,5345783,268331000018,https://www.shilladfs.com/estore/kr/ko/p/5345783
 어니스트 레미 브뤼 그랑크뤼 NV 750ml,와인나라,86.45,91.0,5.0,23,0,0.0,2,Y,1221:와인/샴페인,5349600,115431000118,https://www.shilladfs.com/estore/kr/ko/p/5349600
발렌타인 23년 GOLDEN HOUR 700ml,발렌타인,265.05,279.0,5.0,164,0,0.0,6,Y,1211:블렌디드 위스키,5284763,046131000053,https://www.shilladfs.com/estore/kr/ko/p/5284763
로크로몬드 Original 1000ml,로크 로몬드,33.3,37.0,10.0,97,1,10.0,6,Y,1220:싱글몰트 위스키,5267809,268831000001,https://www.shilladfs.com/estore/kr/ko/p/5267809
위도우 제인 APPLEWOOD & RYE 750ml,위도우 제인,128.7,143.0,10.0,28,0,0.0,0,N,1211:블렌디드 위스키,5337201,274231000002,https://www.shilladfs.com/estore/kr/ko/p/5337201
글렌스코시아 48년 700ml,글렌 스코시아,7207.2,13860.0,48.0,38,0,0.0,3,Y,1220:싱글몰트 위스키,5300688,265131000004,https://www.shilladfs.com/estore/kr/ko/p/5300688
글렌스코시아 Crosshill Loch 1000ml,글렌 스코시아,85.5,95.0,10.0,219,4,9.5,1,Y,1220:싱글몰트 위스키,5267814,265131000002,https://www.shilladfs.com/estore/kr/ko/p/5267814
예거마이스터 COLD BREW 1000ml,예거마이스터,36.1,38.0,5.0,17,0,0.0,0,N,1226:스피릿,5336892,249031000030,https://www.shilladfs.com/estore/kr/ko/p/5336892
예거마이스터 MANIFEST 1000ml,예거마이스터,26.55,59.0,55.0,13,0,0.0,3,Y,1226:스피릿,5336893,249031000031,https://www.shilladfs.com/estore/kr/ko/p/5336893
암룻 INDIAN 700ml,암룻,61.75,65.0,5.0,11,0,0.0,0,N,1220:싱글몰트 위스키,5337843,275031000001,https://www.shilladfs.com/estore/kr/ko/p/5337843
암룻 INDIAN CASK STRENGTH 700ml,암룻,95.0,100.0,5.0,40,0,0.0,0,N,1220:싱글몰트 위스키,5337844,275031000002,https://www.shilladfs.com/estore/kr/ko/p/5337844
암룻 FUSION 700ml,암룻,82.65,87.0,5.0,67,1,10.0,0,N,1220:싱글몰트 위스키,5337846,275031000003,https://www.shilladfs.com/estore/kr/ko/p/5337846
암룻 PEATED 700ml,암룻,75.05,79.0,5.0,27,0,0.0,6,Y,1220:싱글몰트 위스키,5337847,275031000004,https://www.shilladfs.com/estore/kr/ko/p/5337847
브룩라디 옥토모어 14.1 700ml,브룩라디,163.0,163.0,0.0,1890,6,10.0,0,N,1220:싱글몰트 위스키,5310713,085131000076,https://www.shilladfs.com/estore/kr/ko/p/5310713
"샴페인, 비죠따 블랑 드 블랑 프리미에 크뤼 750ml",비네센코리아,61.0,122.0,50.0,70,0,0.0,0,N,1221:와인/샴페인,5322075,272731000010,https://www.shilladfs.com/estore/kr/ko/p/5322075
"클레레뜨 드 디, 도멘 몽즈-그라농 드미떼 750ml",비네센코리아,18.0,36.0,50.0,61,1,10.0,6,Y,1221:와인/샴페인,5322072,272731000007,https://www.shilladfs.com/estore/kr/ko/p/5322072
오 메독 생-줄리앙 브라네르 뒤크리 750ml,비네센코리아,40.0,80.0,50.0,22,0,0.0,0,N,1221:와인/샴페인,5322069,272731000002,https://www.shilladfs.com/estore/kr/ko/p/5322069
마오타이 귀주 15년 53% 500ml,마오타이,757.44,1578.0,52.0,36,0,0.0,5,Y,1216:중국술,5318325,194431000015,https://www.shilladfs.com/estore/kr/ko/p/5318325
마오타이 귀주 30년 53% 500ml,마오타이,1543.48,3284.0,53.0,37,0,0.0,0,N,1216:중국술,5318004,194431000016,https://www.shilladfs.com/estore/kr/ko/p/5318004
올트모어 18년 700ml,듀어스,161.5,170.0,5.0,135,1,10.0,0,N,1220:싱글몰트 위스키,3333181,113531000019,https://www.shilladfs.com/estore/kr/ko/p/3333181
부나하벤 에리 1000ml,부나하벤,74.7,83.0,10.0,222,2,10.0,0,N,1220:싱글몰트 위스키,5229282,265331000001,https://www.shilladfs.com/estore/kr/ko/p/5229282
딘스톤 버진 오크 700ml,딘스톤,21.5,50.0,57.0,25,0,0.0,6,Y,1220:싱글몰트 위스키,5228673,264431000001,https://www.shilladfs.com/estore/kr/ko/p/5228673
큐로 몰트 500ml,큐로,59.5,119.0,50.0,28,0,0.0,6,Y,1220:싱글몰트 위스키,5302698,272331000001,https://www.shilladfs.com/estore/kr/ko/p/5302698
" 알베르비쇼, 알록스 꼬르동 1ER 크뤼 750ml",알베르 비쇼,115.9,122.0,5.0,69,0,0.0,0,N,1221:와인/샴페인,5314439,117531000008,https://www.shilladfs.com/estore/kr/ko/p/5314439
골드바 위스키 1000ml,골드바 위스키,29.9,65.0,54.0,40,0,0.0,6,Y,1211:블렌디드 위스키,5304449,249031000042,https://www.shilladfs.com/estore/kr/ko/p/5304449
스카라버스 히브리디언 저니 블렌디드 몰트 스카치 700ml,스카라버스,23.1,55.0,58.0,12,0,0.0,6,Y,1220:싱글몰트 위스키,5304446,249031000037,https://www.shilladfs.com/estore/kr/ko/p/5304446
스카라버스 하이랜드 저니 블렌디드 몰트 스카치 700ml,스카라버스,24.75,55.0,55.0,13,0,0.0,6,Y,1220:싱글몰트 위스키,5304439,249031000036,https://www.shilladfs.com/estore/kr/ko/p/5304439
스카라버스 아일레이 저니 블렌디드 몰트 스카치 700ml,스카라버스,23.1,55.0,58.0,11,0,0.0,6,Y,1220:싱글몰트 위스키,5304445,249031000035,https://www.shilladfs.com/estore/kr/ko/p/5304445
스카라버스 10년 700ml,스카라버스,80.75,85.0,5.0,14,0,0.0,6,Y,1220:싱글몰트 위스키,5304438,249031000034,https://www.shilladfs.com/estore/kr/ko/p/5304438
조지레무스 Bourbon Repeal Reserve #6 750ml,조지레무스,170.85,201.0,15.0,30,1,10.0,0,N,1227:기타 주류,5311940,273031000002,https://www.shilladfs.com/estore/kr/ko/p/5311940
글렌모레이 커티 샥 스카치 위스키 1000ml,글렌모레이,21.85,23.0,5.0,26,0,0.0,0,N,1211:블렌디드 위스키,5312122,249031000026,https://www.shilladfs.com/estore/kr/ko/p/5312122
폴 존 피엑스 쉐리 700ml,폴 존,45.15,105.0,57.0,162,0,0.0,0,N,1220:싱글몰트 위스키,5312121,249031000025,https://www.shilladfs.com/estore/kr/ko/p/5312121
폴 존 피티드 1000ml,폴 존,42.0,100.0,58.0,67,0,0.0,6,Y,1220:싱글몰트 위스키,5311922,249031000023,https://www.shilladfs.com/estore/kr/ko/p/5311922
맥탈라 올드퍼스 쉐리 케스크 12년 700ml,맥탈라,75.05,79.0,5.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5311850,249031000021,https://www.shilladfs.com/estore/kr/ko/p/5311850
맥탈라 스타라타 15년 700ml,맥탈라,107.35,113.0,5.0,32,0,0.0,6,Y,1220:싱글몰트 위스키,5311848,249031000018,https://www.shilladfs.com/estore/kr/ko/p/5311848
맥탈라 마라 700ml,맥탈라,78.85,83.0,5.0,33,0,0.0,4,Y,1220:싱글몰트 위스키,5312020,249031000017,https://www.shilladfs.com/estore/kr/ko/p/5312020
글렌모레이 15년 1000ml,글렌모레이,87.4,92.0,5.0,57,2,9.0,0,N,1220:싱글몰트 위스키,5311847,249031000015,https://www.shilladfs.com/estore/kr/ko/p/5311847
지디 바이라 모스카토 다스티 750ml,신세계 L&B,27.0,30.0,10.0,27,3,10.0,5,Y,1221:와인/샴페인,5264521,115331000187,https://www.shilladfs.com/estore/kr/ko/p/5264521
보모어 타임리스 33년 700ml,보모어,1484.0,2800.0,47.0,94,0,0.0,3,Y,1220:싱글몰트 위스키,5265734,114231000041,https://www.shilladfs.com/estore/kr/ko/p/5265734
달모어 퀸텟 700ml ,달모어,104.3,149.0,30.0,265,1,10.0,0,N,1220:싱글몰트 위스키,5311398,114431000065,https://www.shilladfs.com/estore/kr/ko/p/5311398
달모어 콰르텟 1000ml,달모어,127.3,134.0,5.0,202,0,0.0,0,N,1220:싱글몰트 위스키,5311282,114431000064,https://www.shilladfs.com/estore/kr/ko/p/5311282
우드포드 리저브 Baccarat Edition 700ml,우드포드 리저브,1054.0,1700.0,38.0,23,0,0.0,0,N,1211:블렌디드 위스키,5088307,114931000035,https://www.shilladfs.com/estore/kr/ko/p/5088307
벤리악 Quarter Cask Peated 1000ml,벤리악,34.3,70.0,51.0,67,0,0.0,6,Y,1220:싱글몰트 위스키,5303575,114931000041,https://www.shilladfs.com/estore/kr/ko/p/5303575
잭다니엘 Black Label Tin 1000ml,잭다니엘,19.95,35.0,43.0,22,0,0.0,6,Y,1211:블렌디드 위스키,5303971,114931000046,https://www.shilladfs.com/estore/kr/ko/p/5303971
큐로 진 500ml,큐로,31.05,69.0,55.0,29,0,0.0,6,Y,1226:스피릿,5302699,272331000002,https://www.shilladfs.com/estore/kr/ko/p/5302699
마오타이 영빈주 (PURPLE) 500ml,마오타이,25.5,50.0,49.0,159,0,0.0,0,N,1216:중국술,5305144,194431000013,https://www.shilladfs.com/estore/kr/ko/p/5305144
마오타이 귀주 마오타이 43% 500ml,마오타이,148.2,260.0,43.0,303,4,10.0,0,N,1216:중국술,5305143,194431000011,https://www.shilladfs.com/estore/kr/ko/p/5305143
십스미스 런던 드라이 진 1000ml,십스미스,24.94,58.0,57.0,10,0,0.0,6,Y,1226:스피릿,5109733,114231000031,https://www.shilladfs.com/estore/kr/ko/p/5109733
오켄토션 다크 오크 CNY 1000ml,오켄토션,33.11,77.0,57.0,15,0,0.0,6,Y,1220:싱글몰트 위스키,5303265,114231000040,https://www.shilladfs.com/estore/kr/ko/p/5303265
라프로익 포트우드 2023 700ml,라프로익,167.2,176.0,5.0,327,1,10.0,6,Y,1220:싱글몰트 위스키,5298064,114131000036,https://www.shilladfs.com/estore/kr/ko/p/5298064
돈훌리오 레포사도 750ml,돈훌리오,46.2,77.0,40.0,87,0,0.0,6,Y,1226:스피릿,5296058,254931000003,https://www.shilladfs.com/estore/kr/ko/p/5296058
에반 윌리엄스 싱글 배럴 750ml,신세계 L&B,29.28,61.0,52.0,57,0,0.0,6,Y,1211:블렌디드 위스키,5290609,115331000190,https://www.shilladfs.com/estore/kr/ko/p/5290609
패트론 EL CIELO 700ml,패트론,137.75,145.0,5.0,55,0,0.0,0,N,1226:스피릿,5274623,122131000016,https://www.shilladfs.com/estore/kr/ko/p/5274623
패트론 레포사도 1000ml,패트론,79.8,84.0,5.0,139,0,0.0,6,Y,1226:스피릿,5274740,122131000011,https://www.shilladfs.com/estore/kr/ko/p/5274740
그레이구스 Essence White Peach&Rosemary 1000ml,그레이 구스,24.78,59.0,58.0,16,0,0.0,6,Y,1226:스피릿,5274739,113231000029,https://www.shilladfs.com/estore/kr/ko/p/5274739
그레이구스 Essence Watermelon&Basil 1000ml,그레이 구스,27.14,59.0,54.0,61,0,0.0,6,Y,1226:스피릿,5274737,113231000027,https://www.shilladfs.com/estore/kr/ko/p/5274737
이니스킬린 까베르네 프랑 375ml,이니스킬린,70.2,156.0,55.0,46,0,0.0,6,Y,1221:와인/샴페인,5270069,083731000012,https://www.shilladfs.com/estore/kr/ko/p/5270069
보테가 베네디카 750ml,보테가,32.3,34.0,5.0,68,0,0.0,6,Y,1221:와인/샴페인,5104891,112331000014,https://www.shilladfs.com/estore/kr/ko/p/5104891
틸링 GRAIN 1000ml,틸링,31.39,73.0,57.0,5,0,0.0,6,Y,1227:기타 주류,5267972,113531000038,https://www.shilladfs.com/estore/kr/ko/p/5267972
틸링 SMALL BATCH 1000ml,틸링,52.2,58.0,10.0,11,0,0.0,6,Y,1227:기타 주류,5267971,113531000039,https://www.shilladfs.com/estore/kr/ko/p/5267971
듀어스 더블더블 27년 500ml,듀어스,285.0,300.0,5.0,209,0,0.0,0,N,1211:블렌디드 위스키,5267970,113531000058,https://www.shilladfs.com/estore/kr/ko/p/5267970
글렌데브론 40년 700ml,글렌데브론,2695.0,4900.0,45.0,19,0,0.0,1,Y,1220:싱글몰트 위스키,5268155,113531000066,https://www.shilladfs.com/estore/kr/ko/p/5268155
듀어스 더블더블 21년 미즈나라캐스크 500ml,듀어스,165.3,174.0,5.0,618,1,10.0,0,N,1211:블렌디드 위스키,5268249,113531000075,https://www.shilladfs.com/estore/kr/ko/p/5268249
단즈카 더 스피릿 1000ml,단즈카,32.3,34.0,5.0,13,0,0.0,6,Y,1226:스피릿,5104882,130631000006,https://www.shilladfs.com/estore/kr/ko/p/5104882
단즈카 커런트 1000ml,단즈카,19.0,20.0,5.0,10,0,0.0,0,N,1226:스피릿,5104885,130631000007,https://www.shilladfs.com/estore/kr/ko/p/5104885
단즈카 크랜베리 1000ml,단즈카,19.0,20.0,5.0,18,0,0.0,0,N,1226:스피릿,5070683,130631000002,https://www.shilladfs.com/estore/kr/ko/p/5070683
"아르볼레다, 시라 2020 750ml ",에노테카,21.85,23.0,5.0,13,0,0.0,0,N,1221:와인/샴페인,5179706,126931000025,https://www.shilladfs.com/estore/kr/ko/p/5179706
"다나 에스테이트, 온다 카베르네 소비뇽 2019 750ml ",에노테카,382.5,425.0,10.0,97,0,0.0,0,N,1221:와인/샴페인,5179689,126931000011,https://www.shilladfs.com/estore/kr/ko/p/5179689
컴파스 박스 Spice Tree 700ml,컴파스 박스,81.7,86.0,5.0,27,0,0.0,0,N,1211:블렌디드 위스키,5229035,263731000004,https://www.shilladfs.com/estore/kr/ko/p/5229035
컴파스 박스 Orchard House 700ml,컴파스 박스,57.0,60.0,5.0,172,1,10.0,0,N,1211:블렌디드 위스키,5229033,263731000001,https://www.shilladfs.com/estore/kr/ko/p/5229033
쿠르부아지에 루즈 럭스 700ml,쿠르부아지에,71.25,75.0,5.0,61,2,10.0,0,N,1213:꼬냑,5223930,109731000025,https://www.shilladfs.com/estore/kr/ko/p/5223930
조야 우타주 5년 700ml,조야,106.4,112.0,5.0,14,0,0.0,6,Y,1221:와인/샴페인,5251909,112431000008,https://www.shilladfs.com/estore/kr/ko/p/5251909
켄터키아울 더 와이즈맨 스트라이트 버번 위스키 700ml,켄터키아울,31.95,71.0,55.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5249134,258131000006,https://www.shilladfs.com/estore/kr/ko/p/5249134
켄터키아울 컨피스케이티드 버번 위스키 700ml,켄터키아울,148.2,156.0,5.0,197,0,0.0,0,N,1211:블렌디드 위스키,5248878,258131000003,https://www.shilladfs.com/estore/kr/ko/p/5248878
