역,식당명,rid,카테고리,대분류,1인_아낌,1인_표준,1인_넉넉,confidence,lat,lng,메뉴수,근거,정규화내역
합정역,블랑루즈 합정,6LRhBnQEpb14,"와인바, 생면파스타",바·주류,16200,21500,27200,보통,37.548969,126.916459,21,"인당 정규화(바·주류): 메인 18종 1인가 중앙값 21,500원 = 21,500원","72시간 비프쥬 소스&살치살 스테이크 42,000원/인 | 수비드 문어 스테이크와 돼지감자 피클 33,000원/인 | 제철 생선 스테이크와 뵈르블랑 소스 33,000원/인 | 오리 가슴살 스테이크 33,000원/인 | 합정 1등 치즈 & 샤퀴테리 플레이트 28,000원/인 | 블랑 라구 생면 파스타 25,000원/인 | 명란 버터 김부각 생면 카바텔리 25,000원/인 | 제철 봄나물 비스큐 생면 파스타 25,000원/인 | 루즈 토마토 치즈 생면 파스타 23,000원/인 | 프리미엄 육회 타르타르 20,000원/인 | 직접 키운 참두릅과 부라타치즈 18,000원/인 | 루비 토마토 & 부라타치즈 17,000원/인 | 베이크드 브리치즈 17,000원/인 | 캐러웨이 밤고구마칩 16,000원/인 | 살치촌햄과 샐러리 15,000원/인 | 블랑루즈 어니언 파이 14,000원/인"
합정역,합계 합정본점,TCklSSvshMv7,"닭구이, 닭특수부위",고기,19300,21900,25800,보통,37.550663,126.9191201,39,"인당 정규화(고기): 메인 19종 1인가 중앙값 14,600원 ×1.5인분 = 21,900원","모둠구이大(소금/양념/타래) 45,000원/인 | 모둠구이中(소금/양념/타래) 35,000원/인 | 닭안창살(타래) 140g 15,000원(140g)→1인180g = 19,300/인 | 닭안창살(양념) 140g 15,000원(140g)→1인180g = 19,300/인 | 닭안창살(소금) 140g 14,000원(140g)→1인180g = 18,000/인 | 닭근위 110g 10,000원(110g)→1인180g = 16,400/인 | 닭염통 110g 10,000원(110g)→1인180g = 16,400/인 | 닭목살(양념) 180g 15,000원(180g)→1인180g = 15,000/인 | 닭목살(타래) 180g 15,000원(180g)→1인180g = 15,000/인 | 닭연골(양념) 160g 13,000원(160g)→1인180g = 14,600/인 | 닭연골(타래) 160g 13,000원(160g)→1인180g = 14,600/인 | 닭발(양념) 150g 12,000원(150g)→1인180g = 14,400/인 | 닭목살(소금) 180g 14,000원(180g)→1인180g = 14,000/인 | 닭연골(소금) 160g 12,000원(160g)→1인180g = 13,500/인 | 닭갈비살(양념) 220g 15,000원(220g)→1인180g = 12,300/인 | 닭갈비살(타래) 220g 15,000원(220g)→1인180g = 12,300/인"
마포역,이여곰탕 마포점,bqeGIB7M8ybt,"곰탕, 우거지",한식·기타,11000,14000,28000,보통,37.5422492,126.9477978,13,"인당 정규화(한식·기타): 메인 13종 1인가 중앙값 14,000원 = 14,000원","수육 54,000원/인 | 규아상 전골 47,000원/인 | 반수육 33,000원/인 | 육회 28,000원/인 | 육전 28,000원/인 | 육회 비빔밥 14,000원/인 | 살로만 14,000원/인 | 명태회 비빔밥 13,000원/인 | 우거지 곰탕 12,000원/인 | 곰탕 11,000원/인 | 곰탕면 11,000원/인 | 떡국 곰탕 11,000원/인 | 찐규아상(한우만두) 11,000원/인"
마포역,복성각,8cQKdlf2jzAP,"짜장면, 중식당",중식,9000,14500,22200,보통,37.5422493,126.9477979,6,"인당 정규화(중식): 메인 6종 1인가 중앙값 14,500원 = 14,500원","크림새우(S) 30,000원/인 | 꿔바로우(S) 23,000원/인 | 탕수육(S) 20,000원/인 | 짬뽕 9,000원/인 | 볶음밥 9,000원/인 | 짜장면 8,000원/인"
마포역,몽중헌 공덕점,fszGpV5pKaYp,"딤섬, 중식",중식,17000,45000,95000,보통,37.5428746,126.9515987,11,"인당 정규화(중식): 메인 10종 1인가 중앙값 45,000원 = 45,000원","셰프 스페셜 코스 / 올데이 180,000원/인 | 코스 A / 올데이 130,000원/인 | 코스 B / 올데이 100,000원/인 | 코스 C / 올데이 80,000원/인 | 유린기(S) 45,000원/인 | 돼지고기 탕수육(S) 45,000원/인 | 삼선 짬뽕 20,000원/인 | 한우 일품 자장면 16,000원/인 | 하교(3pcs) 14,000원/인 | 구채교(3pcs) 14,000원/인"
마포역,김숙성 마포역점,TwWPryLzdFS6,"삼겹살, 고기집",고기,31400,84000,109200,보통,37.5401141,126.9478713,22,"인당 정규화(고기): 메인 11종 1인가 중앙값 56,000원 ×1.5인분 = 84,000원","명품 김숙성 스페셜 188,000원/인 | 김숙성 한우 스페셜 122,000원/인 | 김숙성 스페셜1 79,000원/인 | 김숙성 한우 채끝2++ 100g 37,000원(100g)→1인180g = 66,600/인 | 김숙성 한우 꽃등심2++ 130g 42,000원(130g)→1인180g = 58,200/인 | 김숙성 스페셜2 56,000원/인 | 김숙성 꼬들살 (150g) 19,000원(150g)→1인180g = 22,800/인 | 김숙성 가브리살 (150g) 19,000원(150g)→1인180g = 22,800/인 | 김숙성 삼겹살 (160g) 17,000원(160g)→1인180g = 19,100/인 | 김숙성 특목살(160g) 17,000원(160g)→1인180g = 19,100/인 | 차돌 된장술밥 12,000원/인"
마포역,스시소라 마포점,ksRTVcPcikNk,스시오마카세,일식,43800,72500,105000,보통,37.5413405,126.94898,6,"인당 정규화(일식): 메인 4종 1인가 중앙값 72,500원 = 72,500원","디너 룸 오마카세 120,000원/인 | 디너 카운터 오마카세 100,000원/인 | (포장) 스시 13p 45,000원/인 | (포장) 후토마키 1줄 40,000원/인"
마포역,두껍삼,FDfUdFDqHa3M,"삼겹살, 고기집",고기,46300,54000,81000,보통,37.5428987,126.9493317,40,"인당 정규화(고기): 메인 17종 1인가 중앙값 36,000원 ×1.5인분 = 54,000원","두껍삼 스페셜 세트 189,000원/인 | 천미담 소고기 특선 스페셜 155,000원/인 | 두껍삼 실속세트 113,000원/인 | 숙성 커플세트 68,000원/인 | 천미담 숙성 등심 (150g) 45,000원(150g)→1인180g = 54,000/인 | 천미담 숙성 채끝 (150g) 45,000원(150g)→1인180g = 54,000/인 | 천미담 숙성 꽃살 (150g) 35,000원(150g)→1인180g = 42,000/인 | 광양 불고기 (180g) 38,000원(180g)→1인180g = 38,000/인 | 육회샐러드 (100g) 20,000원(100g)→1인180g = 36,000/인 | 숙성 가브리살 (130g) 24,000원(130g)→1인180g = 33,200/인 | 육회 (200g) 35,000원(200g)→1인180g = 31,500/인 | 천미담 숙성 갈비살 (150g) 26,000원(150g)→1인180g = 31,200/인 | 특수부위 (140g) 24,000원(140g)→1인180g = 30,900/인 | 숙성 항정살 (150g) 24,000원(150g)→1인180g = 28,800/인 | 240시간 숙성 삼겹살 (150G) 20,000원(150g)→1인180g = 24,000/인 | 240시간 숙성 목살 (150G) 19,000원(150g)→1인180g = 22,800/인"
마포역,숙련도,iEtd3hKLwthU,"삼겹살, 목살",고기,27000,31500,40500,보통,37.5419969,126.950898,14,"인당 정규화(고기): 메인 9종 1인가 중앙값 21,000원 ×1.5인분 = 31,500원","제주숙성돼지모듬 72,000원/인 | 치맛살 29,000원/인 | 갈빗살 27,000원/인 | 토시살 25,000원/인 | 제주숙성 항정살 21,000원/인 | 제주숙성 가브리살 19,000원/인 | 제주숙성오겹살 18,000원/인 | 제주숙성 목살 18,000원/인 | 모듬야채구이 11,000원/인"
마포역,월화식당,pwmSMpp54HWf,"흑돼지, 고기집",고기,34200,43600,79400,보통,37.5408671,126.9491679,26,"인당 정규화(고기): 메인 12종 1인가 중앙값 29,100원 ×1.5인분 = 43,600원","[예약 한정 판매] 밀랍 숙성 삼겹살 100,000원/인 | 1+ 한근세트 77,000원/인 | 1++ 한우 살치살[150g] 55,000원(150g)→1인180g = 66,000/인 | 1++ 한우 갈비살[100g] 27,000원(100g)→1인180g = 48,600/인 | 1++ 한우 넙적차돌[130g] 27,000원(130g)→1인180g = 37,400/인 | [한정판매]통 항정살 130g 23,000원(130g)→1인180g = 31,800/인 | 갈매기살[130g] 19,000원(130g)→1인180g = 26,300/인 | 가브리살[130g, 공덕 회식장소] 19,000원(130g)→1인180g = 26,300/인 | 목살[150g, 공덕 고기집] 19,000원(150g)→1인180g = 22,800/인 | 삼겹살[150g 마포역 맛집] 19,000원(150g)→1인180g = 22,800/인 | 쫀득살[150g, 마포역 고기집] 17,000원(150g)→1인180g = 20,400/인 | 손차돌 트러플 육회 20,000원/인"
마포역,한양숙육 마포역본점,iA8rgQGbo3iU,"보쌈, 수육",한식·기타,12200,29000,51000,보통,37.5407692,126.944663,14,"인당 정규화(한식·기타): 메인 14종 1인가 중앙값 29,000원 = 29,000원","🥇[대표메뉴] 한양특상 98,000원/인 | 🥈한양牛수육 大 62,000원/인 | 🥇[대표메뉴] 한양 한상 58,000원/인 | 🥈서울수육 大 52,000원/인 | ⭐서울한상 48,000원/인 | 🥈한양牛수육 小 46,000원/인 | 🥈서울수육 小 42,000원/인 | 🥉오징어새우파전 16,000원/인 | 🥉직화낙지볶음 16,000원/인 | 🥉한양 고기칼국수 13,000원/인 | 🥉해양 해물칼국수 12,000원/인 | ⭐치즈돈까스 12,000원/인 | 🥉수육비빔칼국수 12,000원/인 | ⭐돈까스 10,000원/인"
마포역,청기와타운 마포점,0Jsc6kbjaOLC,돼지갈비,고기,35200,45000,46500,보통,37.5406904,126.9421107,24,"인당 정규화(고기): 메인 10종 1인가 중앙값 30,000원 ×1.5인분 = 45,000원","생갈비 36,000원/인 | 빗살로스 31,000원/인 | 서울양념갈비 31,000원/인 | NEW수원왕갈비 31,000원/인 | NEW마늘왕갈비 31,000원/인 | 생안창살 29,000원/인 | 트러플육회 28,000원/인 | 돼지갈비 22,000원/인 | 갈비탕 16,000원/인 | 육회비빔밥 13,000원/인"
마포역,궁전갈비,c9L8aEEe5cBI,"한우, 소고기",고기,41000,105300,145000,보통,37.5400854,126.9478734,21,"인당 정규화(고기): 메인 12종 1인가 중앙값 70,200원 ×1.5인분 = 105,300원","1++한우 명품 스패셜 209,000원/인 | 1++한우 궁전 스페셜 169,000원/인 | 1++한우 갈비 스페셜 149,000원/인 | 상위 1% 1++새우살(100g) 44,000원(100g)→1인180g = 79,200/인 | 1++한우 꽃등심(100g) 41,000원(100g)→1인180g = 73,800/인 | 1++한우 안심 100g 41,000원(100g)→1인180g = 73,800/인 | 1++한우 부채살(100g) 37,000원(100g)→1인180g = 66,600/인 | 1++한우 업진살(100g) 37,000원(100g)→1인180g = 66,600/인 | 트러플 한우 육회 28,000원/인 | 궁전 양념갈비 200g~220g 28,000원(200g)→1인180g = 25,200/인 | 한우된장 술밥 15,000원/인 | 한우된장찌개 10,000원/인"
마포역,불끈,m9UYDLr0dQpu,장어구이,물고기·해산물,21000,42000,79000,보통,37.5405085,126.9439265,12,"인당 정규화(물고기·해산물): 메인 9종 1인가 중앙값 42,000원 = 42,000원","특!팔팔코스 (*예약필수) 108,000원/인 | 불끈 팔팔코스 (*예약필수) 88,000원/인 | 1등급 민물 특! 장어 (1인분) 79,000원/인 | 장어숙회 59,000원/인 | 1등급 민물 장어(1인분) 42,000원/인 | 보양 오리탕 27,000원/인 | 아마에비 세비체 21,000원/인 | 한우육회 20,000원/인 | 가리비 관자 튀김 18,000원/인"
마포역,고도식 마포점,Wbee7WdbUUwr,"알등심, 고기집",고기,30300,44800,54700,보통,37.5396681,126.9431616,14,"인당 정규화(고기): 메인 8종 1인가 중앙값 29,900원 ×1.5인분 = 44,800원","된장박이 모듬구이 (3~4인) 99,000원/인 | 청어알 한우육회100g 21,000원(100g)→1인180g = 37,800/인 | 양백 한우차돌 120g 24,000원(120g)→1인180g = 36,000/인 | 차돌육회쌈 280g 54,000원(280g)→1인180g = 34,700/인 | 투뿔한우 즉석양념 25,000원/인 | 통삼겹 160g 18,000원(160g)→1인180g = 20,200/인 | 알등심 170g 19,000원(170g)→1인180g = 20,100/인 | 된장술밥 (한우) 9,000원/인"
마포역,소울한우,8Eo008692cE0,"소고기구이, 소고기",고기,54800,102600,114800,보통,37.5393082,126.9473972,31,"인당 정규화(고기): 메인 15종 1인가 중앙값 68,400원 ×1.5인분 = 102,600원","[일한정판매] 바이킹 생갈비살 1kg 340,000원/인 | [예약메뉴] 삼대진미세트 (3~4인) 789,000원 ÷4인세트 = 197,200/인 | 캐비어 오세트라 140,000원/인 | 등안새 300g (등심,안심,새우살) 129,000원(300g)→1인180g = 77,400/인 | 504시간 숙성 특 안심 100g 42,000원(100g)→1인180g = 75,600/인 | 504시간 숙성 특 등심 100g 38,000원(100g)→1인180g = 68,400/인 | 504시간 숙성 특 낙엽살 100g 38,000원(100g)→1인180g = 68,400/인 | 504시간 숙성 특 업진살 100g 38,000원(100g)→1인180g = 68,400/인 | 숯불즉석양념구이 100g 38,000원(100g)→1인180g = 68,400/인 | 육즙 폭발 소한마리 400g 129,000원(400g)→1인180g = 58,000/인 | 살얼음 암소 육회 38,000원/인 | 풍부한 육즙의 한우육전 35,000원/인 | 대왕전복버터구이(1미) 25,000원/인 | 향긋한 더덕구이 12,000원/인 | 차돌된장술밥 10,000원/인"
마포역,녹지 마포점,vj0MhVKGvJyA,"양고기, 소고기",고기,43500,55500,82800,보통,37.5409549,126.9446264,21,"인당 정규화(고기): 메인 10종 1인가 중앙값 37,000원 ×1.5인분 = 55,500원","牛세트 151,000원/인 | 羊세트 134,000원/인 | 牛.羊 5인세트 298,000원 ÷5인세트 = 59,600/인 | mb9+살치살 42,000원/인 | mb9+부채살 38,000원/인 | 숙성 생갈비 36,000원/인 | 특제양념구이 32,000원/인 | 김부각 육회 28,000원/인 | 미나리 육회 12,000원/인 | 소고기 장터국 10,000원/인"
마포역,이박사의 신동막걸리,GeuXxORZwHy1,"막걸리, 토종닭",한식·기타,17200,24000,28000,보통,37.5429474,126.9395287,14,"인당 정규화(한식·기타): 메인 12종 1인가 중앙값 24,000원 = 24,000원","도화새우 120,000원/인 | 대방어회 70,000원/인 | 토종닭오마카세 37,000원/인 | 닭 완자탕 25,000원/인 | 살아있는 피조개찜 25,000원/인 | 미나리 육회(한우) 25,000원/인 | 냉제육 23,000원/인 | 반건 대물노가리 18,000원/인 | 시골집 부추전 18,000원/인 | 찐어묵탕 15,000원/인 | 늙은 호박전 15,000원/인 | 경상도 배추전 12,000원/인"
마포역,서울안심축산,aqpHRWB5FFhB,"한우, 소고기",고기,33900,76300,96500,보통,37.5404484,126.9440607,32,"인당 정규화(고기): 메인 22종 1인가 중앙값 50,800원 ×1.5인분 = 76,300원","토시살/안창살 150g(일일한정) 70,000원(150g)→1인180g = 84,000/인 | 살치살 150g(일일한정수량) 68,000원(150g)→1인180g = 81,600/인 | 새우살 150g (일일 한정 수량) 68,000원(150g)→1인180g = 81,600/인 | [인기메뉴]한우보감 세트 (3-4인) 279,000원 ÷4인세트 = 69,800/인 | 504시간 숙성 특 안심 150g 57,000원(150g)→1인180g = 68,400/인 | 한우 양념구이세트 (300g) 109,000원(300g)→1인180g = 65,400/인 | 504시간 숙성 아랫배살 150g 51,000원(150g)→1인180g = 61,200/인 | 504시간 숙성 낙엽살 150g 51,000원(150g)→1인180g = 61,200/인 | 504시간 숙성 특 등심 150g 51,000원(150g)→1인180g = 61,200/인 | [대표메뉴] 소한마리400g (2인) 119,000원(400g)→1인180g = 53,600/인 | 한우숯불양념구이 51,000원/인 | [대표메뉴] 소한마리600g (3인) 169,000원(600g)→1인180g = 50,700/인 | [대표메뉴]통큰소한마리800g(4인) 219,000원(800g)→1인180g = 49,300/인 | 전복구이(8미) 35,000원/인 | 한우육회한접시 200g 38,000원(200g)→1인180g = 34,200/인 | 제주특수부위 170g 23,000원(170g)→1인180g = 24,400/인"
마포역,석양집,5qSMhd1cRieF,"고깃집, 돼지갈비",고기,36000,79400,90500,보통,37.5397625,126.9440593,13,"인당 정규화(고기): 메인 9종 1인가 중앙값 52,900원 ×1.5인분 = 79,400원","1++안창살 170g 57,000원(170g)→1인180g = 60,400/인 | 1++살치살 170g 57,000원(170g)→1인180g = 60,400/인 | 1++제비추리 170g 57,000원(170g)→1인180g = 60,400/인 | 1++육회 (한접시) 55,000원/인 | 1++생등심 170g 50,000원(170g)→1인180g = 52,900/인 | 1++한우주물럭 170g 49,000원(170g)→1인180g = 51,900/인 | 갈매기 180g 24,000원(180g)→1인180g = 24,000/인 | 삼겹살 180g 20,000원(180g)→1인180g = 20,000/인 | 돼지갈비 250g 20,000원(250g)→1인180g = 14,400/인"
마포역,연고지,vHlNMYCDuwEi,"고깃집, 늑간살",고기,30400,30500,34200,보통,37.5414036,126.9411892,15,"인당 정규화(고기): 메인 6종 1인가 중앙값 20,300원 ×1.5인분 = 30,500원","한우진미육회 [150g,용강동고깃집] 23,000원(150g)→1인180g = 27,600/인 | 늑간살 [160g, 용강동 맛집] 21,000원(160g)→1인180g = 23,600/인 | 된장맥적구이 [150g, 마포역저녁] 17,000원(150g)→1인180g = 20,400/인 | 삼겹살 [160g, 마포역 맛집] 18,000원(160g)→1인180g = 20,200/인 | 목살 [160g, 마포역 고깃집] 18,000원(160g)→1인180g = 20,200/인 | 연고지 한판 [550g] 58,000원(550g)→1인180g = 19,000/인"
마포역,청춘구락부,2OcGgnnWZhyT,"고깃집, 양대창",고기,52500,62200,87000,보통,37.5401296,126.9428996,21,"인당 정규화(고기): 메인 12종 1인가 중앙값 41,500원 ×1.5인분 = 62,200원","양대창 꽃 모둠세트 68,000원/인 | 곱창전골(中) 68,000원/인 | 한우주물럭 58,000원/인 | 한우 채끝등심 58,000원/인 | 곱창전골(小) 58,000원/인 | 특양구이 42,000원/인 | 대창구이 41,000원/인 | 한우차돌꽃사시미 38,000원/인 | 한우차돌박이 35,000원/인 | 한우우설 35,000원/인 | 돼지왕갈비 25,000원/인 | 한우양곰탕 16,000원/인"
마포역,경복궁 블랙 마포 로이넷호텔점,M5ae31g4ZgZm,"한정식, 고기집",한식·기타,48000,77000,81000,보통,37.5416894,126.9480712,3,"인당 정규화(한식·기타): 메인 3종 1인가 중앙값 77,000원 = 77,000원","경복궁 한정식 85,000원/인 | 양념갈비 코스 77,000원/인 | (조식)사골고기도가니탕반상 19,000원/인"
마포역,샐러드킹,Z4OXgFnb0bWX,"닭가슴살샐러드, 연어샐러드",한식·기타,8000,11000,11000,보통,37.5412913,126.9462941,18,"인당 정규화(한식·기타): 메인 12종 1인가 중앙값 11,000원 = 11,000원","꼬막 비빔밥 12,000원/인 | 소불고기 덮밥 11,000원/인 | 제육덮밥(1인분) 11,000원/인 | 닭개장 11,000원/인 | 동태매운탕 11,000원/인 | 황태 콩나물 해장국 11,000원/인 | 매콤낙지덮밥 11,000원/인 | [ 통통한 새우와 함께 ] 버터새우 샐러드 8,000원/인 | [ 채식과 육식의 만남 ] 불고기 고구마 샐러드 8,000원/인 | [ 감칠맛 上 ] 훈제오리 샐러드 8,000원/인 | 연어 샐러드 8,000원/인 | 닭가슴살 샐러드 8,000원/인"
마포역,금고기 마포본점,ui5DnvNivQWz,"고기집, 삼겹살",고기,23800,28400,34200,보통,37.5400979,126.9482687,18,"인당 정규화(고기): 메인 11종 1인가 중앙값 18,900원 ×1.5인분 = 28,400원","명품 생소갈비살 150g 29,000원(150g)→1인180g = 34,800/인 | 명품살치살 양념(150g) 29,000원(150g)→1인180g = 34,800/인 | 한우A++숯불차돌 23,000원/인 | 프리미엄시그니처3~4인set(950g) 119,000원(950g)→1인180g = 22,500/인 | 프리미엄 시그니처 2인set(650g) 72,000원(650g)→1인180g = 19,900/인 | 숯불 돈새우살(특수부위) 18,900원/인 | 3~4인 프리미엄 모둠set900g 93,000원(900g)→1인180g = 18,600/인 | 꼬들 삼각살(특수부위) 15,900원/인 | 숯불숙성 쫄깃살(특수부위) 15,900원/인 | 1등급 14일숙성 으뜸한돈삼겹살 15,900원/인 | 숯불 대왕갈비2~3인set(670g) 49,000원(670g)→1인180g = 13,200/인"
마포역,냉삼이오,3lwFgJTWAluQ,냉삼,한식·기타,8000,11000,16500,보통,37.5414376,126.9495467,13,"인당 정규화(한식·기타): 메인 4종 1인가 중앙값 11,000원 = 11,000원","차돌박이 24,000원/인 | 냉삼겹살 14,000원/인 | 된장술밥 8,000원/인 | 계란탕 8,000원/인"
마포역,바브로,q7dirGcfc2QD,"솥밥, 북카페",한식·기타,19400,20900,21600,보통,37.5356245,126.944193,6,"인당 정규화(한식·기타): 메인 6종 1인가 중앙값 20,900원 = 20,900원","전복 솥밥 21,900원/인 | 문어구이 솥밥 21,900원/인 | 스테이크 솥밥 20,900원/인 | 새우 가리비 솥밥 20,900원/인 | 명란 아보카도 솥밥 18,900원/인 | 버섯 구이 솥밥 15,900원/인"
마포역,원조부안집 마포직영점,tgySCJFIG16b,"고깃집, 목살",고기,24000,24000,24000,보통,37.5401584,126.9435033,24,"인당 정규화(고기): 메인 6종 1인가 중앙값 16,000원 ×1.5인분 = 24,000원","갈매기살 17,000원/인 | 쫀득살(국내산1등급 암퇘지 180g) 16,000원(180g)→1인180g = 16,000/인 | [14일숙성] 황금비율 숙성삼겹 16,000원/인 | 항정꽃살 16,000원/인 | 육즙목살(국내산1등급 암퇘지180g) 16,000원(180g)→1인180g = 16,000/인 | 숯불갈비(국내산1등급 암퇘지250g) 17,000원(250g)→1인180g = 12,200/인"
마포역,써니호프,xS2gfr35yjOk,"치킨, 술집",바·주류,18000,19000,21000,보통,37.5361338,126.9442813,10,"인당 정규화(바·주류): 메인 10종 1인가 중앙값 19,000원 = 19,000원","얼큰짬뽕탕 25,000원/인 | 소고기찹스테이크 25,000원/인 | 순살파닭 21,000원/인 | 새콤달콤 골뱅이 21,000원/인 | 왕새우튀김 20,000원/인 | 추억의왕돈가스 18,000원/인 | 두부김치 18,000원/인 | 국물떡볶이+김말이 18,000원/인 | 양념치킨 18,000원/인 | 후라이드치킨 17,000원/인"
마포역,심야식당 와인보우,AElMYfrvU8Ec,와인바,바·주류,23200,52500,173200,보통,37.5396357,126.9474072,134,"인당 정규화(바·주류): 메인 46종 1인가 중앙값 52,500원 = 52,500원","사시까이아 2015 900,000원/인 | 지메 아마로네 리제르바 라 마토나라 650,000원/인 | 비온디 산티 브루넬로 디 몬탈치노 480,000원/인 | 라 스피네타 바롤로 캄페 2014 396,000원/인 | 안티노리 구아도 알 타쏘 2008 380,000원/인 | 안티노리 구아도 알 타쏘 2013 360,000원/인 | 실버오크 나파밸리 카베르네 소비뇽 328,000원/인 | 안티노리 티냐넬로 2020 320,000원/인 | 파니엔테 나파 밸리 카베르네 소비뇽 306,000원/인 | 다나 에스테이트 바소 카베르네 소비뇽 198,000원/인 | 도멘 꼬바르 뽀마르 레 누아죵 187,000원/인 | 케이머스 나파 밸리 카베르네 소비뇽 175,000원/인 | 라모스 핀토 타우니 포트 20년 168,000원/인 | 루이 로드레 컬렉션 120,000원/인 | 엠 샤뿌티에 샤또네프 뒤 빠쁘 108,000원/인 | 로랑 페리에 라 뀌베 브룻 100,000원/인"
마포역,연원참숯구이,Nff1E1N2NHGm,"고깃집, 흑돼지",고기,30000,30400,31400,보통,37.5378564,126.9466149,16,"인당 정규화(고기): 메인 3종 1인가 중앙값 20,200원 ×1.5인분 = 30,400원","제주흑돼지 목살(150g) 18,000원(150g)→1인180g = 21,600/인 | 제주흑돼지 오겹살 (160g) 18,000원(160g)→1인180g = 20,200/인 | 제주흑돼지 구이모둠 특선(600g) 66,000원(600g)→1인180g = 19,800/인"
마포역,일레븐,M607819uXc0x,"위스키, 하이볼",한식·기타,,,,메뉴없음,37.5415039,126.941545,1,한식·기타 인당 정규화: 메뉴 데이터 없음(추정 보류),
마포역,그때그집 공덕점,NwkwSwXkY3ne,"술집, 전통주",바·주류,19000,22000,25800,보통,37.5415779,126.951516,51,"인당 정규화(바·주류): 메인 30종 1인가 중앙값 22,000원 = 22,000원","시에가 (배향) 35,000원/인 | 유황 돼지 항정살 수육 32,000원/인 | 고유12 30,000원/인 | 1++ 투쁠러스 한우 육회 29,000원/인 | 유황 먹은 한돈 항정 된장구이 29,000원/인 | 뚝배기 토마토 해장 파스타 27,000원/인 | 화요 25 26,000원/인 | 소고기 야채찜 26,000원/인 | 문배술 25,000원/인 | 이강주 25 25,000원/인 | 송이주 25,000원/인 | 그집 무침 25,000원/인 | 트리플 치즈 키토 새우전 25,000원/인 | 고창에서 온 신선한 생물 물총조개탕 23,000원/인 | 물떡, 곤약 들어간 부산 꼬치 어묵탕 22,000원/인 | 그집 부대전골 22,000원/인"
여의도역,고우가 여의도점,PcBOzhUBUKXR,"한우오마카세, 코스요리",고기,143300,160500,224400,보통,37.5221973,126.9199653,11,"인당 정규화(고기): 메인 4종 1인가 중앙값 107,000원 ×1.5인분 = 160,500원","고우가 시그니처 코스 (140g) 189,000원(140g)→1인180g = 243,000/인 | 1++ 비장탄 숙성한우새우살 120g 79,000원(120g)→1인180g = 118,500/인 | 1++ 비장탄 숙성 한우등심 130g 69,000원(130g)→1인180g = 95,500/인 | 1++ 비장탄 숙성 한우안심 130g 69,000원(130g)→1인180g = 95,500/인"
여의도역,무탄 여의도점,5tS4bhWoKyyQ,"간짜장, 중식당",중식,28500,49000,58000,보통,37.5215212,126.9228725,55,"인당 정규화(중식): 메인 55종 1인가 중앙값 49,000원 = 49,000원","미식 코스(최소 하루전 예약) 159,000원/인 | [무탄X비밀이야]시그니처 세트 152,000원/인 | 돌솥 상어지느러미찜(1인분) 150,000원/인 | 무탄 시그니처세트 117,000원/인 | 커플 시그니처 A세트 106,000원/인 | 미식 비즈니스코스(최소 하루전 예약) 99,000원/인 | 영덕게살 유산슬 80,000원/인 | 베스트셀러코스(1인가격,2인부터가능) 79,000원/인(N인이상=최소주문, 1인가) | 투뿔 한우 트러플 난자완스(4P) 78,000원/인 | 해산물 누룽지탕 68,000원/인 | 해산물 팔보채 68,000원/인 | 해산물 전가복 68,000원/인 | 어향동고(4알) 65,000원/인 | 전복장육냉채 58,000원/인 | 갑오징어 양장피 58,000원/인 | 쇠고기 안심 탕수육 58,000원/인"
여의도역,한암동 여의도점,W0mbKdZ5Kknx,"한우, 도미솥밥",고기,48800,96000,197200,보통,37.5238818,126.924138,15,"인당 정규화(고기): 메인 12종 1인가 중앙값 64,000원 ×1.5인분 = 96,000원","한암동 한우 한상 B 529,000원/인 | 한암동 한우 한상 A 399,000원/인 | 한우 한마리 한판 199,000원/인 | 1++ 한우 암소 어복쟁반 (중) 109,000원/인 | 1++ 한우 갈비살 수육 79,000원/인 | 우대갈비 숯불구이 79,000원/인 | 1++ 한우 육회와 문어 숙회 49,000원/인 | 1++ 한우 육포 솥밥 38,000원/인 | 한우 육전 37,000원/인 | 1++ 한우 차돌 들깨 육개장 19,000원/인 | 1++ 한우 암소 곰탕 19,000원/인 | 1++ 한우 육회비빔밥과 청국장 17,000원/인"
여의도역,모도우 여의도점,ObohkFL8amJM,한우오마카세,고기,73500,82500,82500,보통,37.5238818,126.924138,10,"인당 정규화(고기): 메인 5종 1인가 중앙값 55,000원 ×1.5인분 = 82,500원","디너) 시그니처 한우 수라코스 159,000원/인 | 1++ 꽃새우살 (BMS9) 55,000원/인 | 1++ 꽃살치살 (BMS9) 55,000원/인 | 1++ 한우 안심 (BMS9) 49,000원/인 | 1++ 한우 채끝 등심 (BMS9) 45,000원/인"
